"Timestamp","Please check the box below to proceed to the survey:","Sex","Age","Citizenship","Occupation","Department","Health Authority","Workplace","Total Years of Practice","Number of patients seen in a week","Have you received the COVID-19 vaccine?","Have you received the influenza vaccine last year?","Vaccine usage and efficacy.","Vaccine safety.","Role of adjuvants.","What is your main source of information about vaccines recommendation and their safety?","Influenza Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and Multiple Sclerosis","Aluminum Adjuvants and Alzheimer Disease","Vaccines with Adjuvants and Long-Term Complications","Measles Vaccine and Autism Disorder","Vaccines are an important part of preventive care in my practice.","Giving a strong recommendation for a vaccination impacts my patients' acceptance.","I prefer to wait for broad community experience before recommending new vaccines.","I am responsible for educating parents on vaccines and the diseases they prevent.","Vaccines recommended by the ministry of health are very useful.  ","There is often a lack of time for advising about vaccines.","How have YOUR attitudes to vaccination changed during the COVID-19 pandemic?","How have your PATIENTS' attitudes to vaccination changed during the COVID-19 pandemic?","How many patients in your practice had a vaccine preventable disease (OTHER THAN COVID-19) in the last year?","Diphtheria, Pertussis, Tetanus, (DTaP/Tdap)","Pneumococcus (PCV13)","Meningococcus (MCV4)","Chickenpox (varicella)","Hemophilus Influenza b(Hib)","Tuberculosis (BCG)","Polio (IPV/OPV)","Measles, Mumps, Rubella (MMR)","Hepatitis A","Hepatitis B","Rotavirus","Seasonal influenza vaccine","Human Papillomavirus (HPV9/HPV4)","What are the 5 most important factors to you personally when it comes to recommending a pediatric vaccine? ","Childhood vaccines are important for children's health.","Childhood vaccines are effective.","Having children vaccinated is important for the health of others in the community.","All childhood vaccines offered by the government programme in the community are beneficial.","New vaccines carry more risks than older vaccines.","The information I receive about vaccines from the vaccine program is reliable and trustworthy.","Getting vaccines is a good way to protect children from disease.","Generally, I promote what my health authority/clinical guidelines recommend about vaccines for children.","I am concerned about serious adverse effects of vaccines.","Children does/do not need vaccines for diseases that are not common anymore.","Have you received any training to address vaccine hesitancy among parents?
","How interested would you be in receiving training in techniques that help address and resolve vaccine hesitancy concerns among parents?","Do you believe such training should be part of university education?"
"2024/10/09 10:44:09 AM GMT+4","I have read the above information and agree to participate in this research.","Male","27","Other Arab","Physician","Urology","DHA","Government Hospital","2","20 to 49","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Local guidelines","Unlikely","Unlikely","Unlikely","I don't know","I don't know","Very unlikely","Disagree","Agree","Agree","Disagree","Agree","Disagree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Agree","Not sure","Disagree","Not sure","Strongly agree","Disagree","Agree","Not sure","No","Neutral","Maybe"
"2024/10/09 10:49:13 AM GMT+4","I have read the above information and agree to participate in this research.","Male","35","Non-Arab","Physician","Urology","DHA","Government Hospital","7","20 to 49","Yes, 3 doses","Yes","Somewhat unconfident","Somewhat unconfident","Very unconfident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines","I don't know","Unlikely","Unlikely","I don't know","I don't know","Very unlikely","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Neutral","Neutral","None","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice;Possibility to eradicate disease with vaccination;Personal experience with the disease;Vaccine effectiveness","Strongly agree","Agree","Agree","Not sure","Disagree","Not sure","Strongly agree","Disagree","Agree","Not sure","No","Neutral","Maybe"
"2024/10/09 10:54:12 AM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Emirati","Physician","Anesthesia ","MOHAP/EHS","Government Hospital","1","20 to 49","Yes, 2 doses","Yes","Somewhat confident","Somewhat unconfident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Local guidelines","Unlikely","Very unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Disagree","Agree","Agree","Strongly disagree","Agree","Agree","Neutral","More negative","None","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Agree","Agree","Not sure","Disagree","Not sure","Strongly agree","Disagree","Agree","Not sure","No","Slightly interested","Maybe"
"2024/10/09 11:03:30 AM GMT+4","I have read the above information and agree to participate in this research.","Male","31","Emirati","Physician","urology","DHA","Government Hospital","4","20 to 49","No","No","Somewhat unconfident","Somewhat unconfident","Very unconfident","I am not keen on information about vaccinations;Medical experience;Colleagues experience and advice","I don't know","Unlikely","Unlikely","I don't know","I don't know","Very unlikely","Disagree","Agree","Agree","Disagree","Agree","Disagree","More negative","More negative","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease","Agree","Agree","Not sure","Not sure","Not sure","Not sure","Agree","Disagree","Agree","Not sure","No","Not interested at all","Maybe"
"2024/10/09 11:13:38 AM GMT+4","I have read the above information and agree to participate in this research.","Female","35","Emirati","Nurse","emergency","MOHAP/EHS","Government Hospital","6","50 and above","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Experience of family and friends;Local guidelines;Social media","Unlikely","Unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Agree","Strongly agree","Agree","Agree","Agree","Disagree","More positive","Neutral","Tens of cases","Strongly agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Agree","Agree","Disagree","Agree","Strongly agree","Agree","Agree","Strongly agree","No","Interested","Yes"
"2024/10/09 11:25:19 AM GMT+4","I have read the above information and agree to participate in this research.","Male","50","Other Arab","Physician","Internal medicine","MOHAP/EHS","Private Clinic/Hospital","20","20 to 49","Yes, 2 doses","No","Somewhat confident","Somewhat unconfident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Unlikely","Unlikely","Unlikely","I don't know","Unlikely","Very unlikely","Agree","Agree","Strongly agree","Agree","Agree","Disagree","Neutral","Neutral","Few cases","Strongly agree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine effectiveness","Strongly agree","Strongly agree","Agree","Agree","Disagree","Agree","Strongly agree","Agree","Agree","Agree","No","Slightly interested","Yes"
"2024/10/09 11:29:00 AM GMT+4","I have read the above information and agree to participate in this research.","Female","36","Other Arab","Physician","Asthetics","DHA","Private Clinic/Hospital","7","20 to 49","Yes, 2 doses","No","Somewhat confident","Somewhat unconfident","Very unconfident","Medical experience;Colleagues experience and advice;Experience of family and friends;Vaccine manufacturers;Social media","Unlikely","Unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Strongly disagree","Agree","Agree","Strongly disagree","Agree","Disagree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination","Strongly agree","Agree","Agree","Not sure","Disagree","Not sure","Agree","Strongly disagree","Agree","Not sure","No","Neutral","Maybe"
"2024/10/09 2:39:10 PM GMT+4","I have read the above information and agree to participate in this research.","Female","22","Other Arab","Pharmacist","Pharmacy ","DOH/HAAD/SEHA","Private Clinic/Hospital","1","50 and above","Yes, 3 doses","Yes","Very confident","Very confident","Very confident","Medical experience;Journals and medical websites;Vaccine manufacturers","Likely","Likely","Likely","Likely","Likely","Likely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","More positive","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","No","Very interested","Yes"
"2024/10/09 11:11:44 PM GMT+4","I have read the above information and agree to participate in this research.","Male","42","Emirati","Surgeon","general surgery","DHA","Government Hospital","10","20 to 49","Yes, 2 doses","No","Somewhat unconfident","Somewhat unconfident","Very unconfident","I am not keen on information about vaccinations;Medical experience;Colleagues experience and advice","Unlikely","Unlikely","I don't know","I don't know","I don't know","Unlikely","Disagree","Agree","Agree","Disagree","Agree","Disagree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Possibility to eradicate disease with vaccination","Agree","Agree","Agree","Not sure","Disagree","Not sure","Agree","Disagree","Agree","Not sure","No","Not interested at all","Maybe"
"2024/10/09 11:18:46 PM GMT+4","I have read the above information and agree to participate in this research.","Male","47","Other Arab","Physician","Family Medicine","DOH/HAAD/SEHA","Primary Healthcare","15","50 and above","Yes, 2 doses","Yes","Very confident","Very confident","Very confident","Medical experience;Colleagues experience and advice;Local guidelines;Journals and medical websites","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","More positive","More positive","Few cases","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Yes","Very interested","Yes"
"2024/10/09 11:24:13 PM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Other Arab","Physician","ER","MOHAP/EHS","Government Hospital","1","20 to 49","Yes, 4 doses or more","No","Very confident","Very confident","Somewhat unconfident","Medical experience","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","More positive","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Agree","Agree","Agree","Disagree","No","Neutral","Maybe"
"2024/10/09 11:48:34 PM GMT+4","I have read the above information and agree to participate in this research.","Female","39","Emirati","Physician","Family medicine ","MOHAP/EHS","Primary Healthcare","10","50 and above","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Very unlikely","Unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Disagree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine effectiveness","Strongly agree","Strongly agree","Agree","Agree","Strongly disagree","Agree","Strongly agree","Agree","Agree","Agree","Yes","Interested","Yes"
"2024/10/10 12:39:59 AM GMT+4","I have read the above information and agree to participate in this research.","Male","28","Other Arab","Physician","internal medicine","DOH/HAAD/SEHA","Government Hospital","5","20 to 49","Yes, 2 doses","Yes","Very confident","Very confident","Very confident","Medical experience;Colleagues experience and advice;Experience of family and friends;Journals and medical websites","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Agree","Agree","Agree","Disagree","Agree","Agree","More positive","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Agree","Disagree","No","Slightly interested","Maybe"
"2024/10/10 3:26:45 PM GMT+4","I have read the above information and agree to participate in this research.","Male","55","Other Arab","Physician","Internal medicine ","DOH/HAAD/SEHA","Government Hospital","20","20 to 49","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Local guidelines;Journals and medical websites","Unlikely","Likely","Unlikely","I don't know","I don't know","Very unlikely","Agree","Agree","Agree","Agree","Agree","Disagree","Neutral","More negative","Few cases","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Possibility to eradicate disease with vaccination;Individual health-risk profile of the child","Strongly agree","Agree","Agree","Agree","Disagree","Agree","Strongly agree","Agree","Agree","Agree","No","Slightly interested","Yes"
